,SCA,xmid,ymid,ramid,decmid,xmin,ymin,xmax,ymax,straylight_total,mainoffender_total
37,2,2299,2810,206.4070791589379,49.263893716751454,2044,2555,2555,3066,0.0021046,4492
38,2,2299,3321,206.4275986303519,49.25710755816257,2044,3066,2555,3577,0.0020349387,4492
39,2,2299,3832,206.4481124514611,49.25031776905924,2044,3577,2555,4088,0.0021380845,594
40,2,2810,255,206.3152934327687,49.31157930399032,2555,0,3066,511,0.0020712758,4492
41,2,2810,766,206.33584537350725,49.30480941089496,2555,511,3066,1022,0.002074841,594
42,2,2810,1277,206.35639167311845,49.2980358720419,2555,1022,3066,1533,0.0020622928,4492
43,2,2810,1788,206.37693232864248,49.29125869023056,2555,1533,3066,2044,0.0020698344,4492
44,2,2810,2299,206.3974673371269,49.28447786826223,2555,2044,3066,2555,0.0020414346,4492
45,2,2810,2810,206.41799669562673,49.27769340893988,2555,2555,3066,3066,0.0021047841,594
46,2,2810,3321,206.4385204012044,49.270905315068326,2555,3066,3066,3577,0.0020103664,4492
47,2,2810,3832,206.4590384509298,49.26411358945409,2555,3577,3066,4088,0.0020406048,4492
48,2,3321,255,206.32619582351276,49.325387626139545,3066,0,3577,511,0.0020174438,4492
49,2,3321,766,206.34675202622685,49.31861580307973,3066,511,3577,1022,0.0020341917,4492
50,2,3321,1277,206.36730258225654,49.311840333024726,3066,1022,3577,1533,0.0021205759,4492
51,2,3321,1788,206.38784748864276,49.30506121877591,3066,1533,3577,2044,0.002070084,4492
52,2,3321,2299,206.40838674243395,49.29827846313661,3066,2044,3577,2555,0.002006573,4492
53,2,3321,2810,206.42892034068595,49.29149206891182,3066,2555,3577,3066,0.0021281457,594
54,2,3321,3321,206.44944828046198,49.28470203890829,3066,3066,3577,3577,0.002075353,4492
55,2,3321,3832,206.46997055883284,49.2779083759346,3066,3577,3577,4088,0.002069242,4492
56,2,3832,255,206.33710432671944,49.339194917226436,3577,0,4088,511,0.0020716458,4492
57,2,3832,766,206.35766479146815,49.332421163349004,3577,511,4088,1022,0.0020578606,4492
58,2,3832,1277,206.37821960396994,49.32564376123958,3577,1022,4088,1533,0.0020524606,4492
59,2,3832,1788,206.39876876126652,49.318862713701606,3577,1533,4088,2044,0.0020498326,4492
60,2,3832,2299,206.4193122604072,49.31207802354034,3577,2044,4088,2555,0.0020295107,4492
61,2,3832,2810,206.43985009844863,49.30528969356281,3577,2555,4088,3066,0.002057816,4492
62,2,3832,3321,206.4603822724549,49.298497726577786,3577,3066,4088,3577,0.0020675962,4492
63,2,3832,3832,206.48090877949764,49.29170212539582,3577,3577,4088,4088,0.002096375,594
0,3,255,255,206.08420368400212,49.301477278645365,0,0,511,511,0.001862486,4492
1,3,255,766,206.104274332053,49.29490983828272,0,511,511,1022,0.0019040641,4492
2,3,255,1277,206.1243396376918,49.28833892073998,0,1022,511,1533,0.0019382624,4492
3,3,255,1788,206.14439959813154,49.28176452860491,0,1533,511,2044,0.0020498084,594
4,3,255,2299,206.16445421059188,49.27518666446681,0,2044,511,2555,0.0009091576,594
5,3,255,2810,206.18450347229927,49.2686053309167,0,2555,511,3066,0.0019795983,594
6,3,255,3321,206.20454738048682,49.26202053054716,0,3066,511,3577,0.0020013258,594
7,3,255,3832,206.2245859323944,49.25543226595238,0,3577,511,4088,0.0020216927,4492
8,3,766,255,206.09498801363492,49.315178946737845,511,0,1022,511,730.59595,1
9,3,766,766,206.11506281166174,49.308609639515524,511,511,1022,1022,0.0019464662,594
