,healpix_lvl,source_id,source_id_2,ra,dec,wise_ra,wise_dec,tmass_ra,tmass_dec,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,parallax,w1,w1_error,w2,w2_error,w3,w3_error,w4,w4_error,j,j_error,h,h_error,ks,ks_error,g,bp,rp,phot_g_mean_mag_AB,phot_bp_mean_mag_AB,phot_rp_mean_mag_AB,phot_j_mean_mag_AB,phot_h_mean_mag_AB,phot_ks_mean_mag_AB,phot_w1_mean_mag_AB,phot_w2_mean_mag_AB,phot_w3_mean_mag_AB,phot_w4_mean_mag_AB,dist
20421,11003,6194576737692508928,6194576737692508928,199.9325555782293,-22.903090160778717,199.9325913,-22.9030944,199.932649,-22.903069,16.193241,15.896124,15.567607,0.6046822908045743,0.0007613774324561522,0.0,0.0004100152405066137,0.0,0.000400313282178023,0.0,0.0021478304741305333,0.0,0.0024148398,0.0,0.002181223,0.0,0.0013649922,0.0,0.0015905607,0.0012097715,0.0021525687,15.896124,16.193241,15.567607,15.442779,15.553249,16.062174,16.695999999999998,17.368,17.394000000000002,15.57,0.9876143232068214
20422,6228,3506591345484292608,3506591345484292608,199.93258144248333,-19.83494004094319,199.9326256,-19.8349121,199.932636,-19.83493,18.195856,17.751467,17.294498,0.7328195602694341,0.00022325438616167465,0.0,0.00011502705477901137,0.0,0.00024524490860720156,0.0,0.0016039838825084168,0.0,0.0005873379,0.0,0.0006556921,0.0,0.00047416557,0.0,0.00028801363,0.00019127467,0.00043873317,17.751467,18.195856,17.294498,16.97778,16.85825,17.210175,18.028,18.748,17.926000000000002,15.887,2.2024375418631825
20423,6228,3506174046461997696,3506174046461997696,199.93259470799114,-20.9719933769638,199.9326007,-20.9719768,199.932639,-20.971994,14.349491,13.88508,13.416447,0.35283899638241356,0.008550667128846832,0.0,0.004528975799036209,0.0,0.0011609138701261822,0.0,0.002679168324819026,0.0,0.022745118,0.0,0.024226986,0.0,0.017455423,0.0,0.010138361,0.006610028,0.015610655,13.88508,14.349491,13.416447,13.007779,12.939251,13.295174,14.07,14.76,16.238,15.330000000000002,1.1040034069172875
20424,11003,6194193381796808704,6194193381796808704,199.93260594562886,-24.02869932705371,199.9326042,-24.0286929,199.93269,-24.028633,19.354977,18.514404,17.865368,0.9280397357789755,0.00022181964198002193,0.0,0.00011978432778258546,0.0,0.0004562469770768505,0.0,0.0021757049509257935,0.0,0.00055066583,0.0,0.00063023064,0.0,0.0005876662,0.0,0.0001426389,6.576713e-05,0.00025932997,18.514404,19.354977,17.865368,17.04778,16.90125,16.977173,18.035,18.704,17.252,15.556000000000001,2.067398720800808
20425,6228,3506541837396370688,3506541837396370688,199.9327441967043,-19.938668852350116,199.9327499,-19.9386289,199.932766,-19.938646,17.800293,17.405304,17.009235,0.5738754771867685,0.00023120647901755893,0.0,0.0001198947040479421,0.0,0.00023313098574180257,0.0,0.0031246400858061085,0.0,0.00074970035,0.0,0.0007466199,0.0,0.0005780029,0.0,0.00039616693,0.00027534837,0.00057056575,17.405304,17.800293,17.009235,16.71278,16.71725,16.995174,17.990000000000002,18.703,17.981,15.163,2.1005582292027594
20426,6228,3506068424625712256,3506068424625712256,199.93281007690592,-21.622604405851398,199.9328452,-21.6225272,199.932601,-21.622665,18.089779,17.714834,17.369585,0.442645902898478,0.0001510775731924997,0.0,7.291216599950689e-05,0.0,0.00023463889244641322,0.0,0.0017619760464116293,0.0,0.0004756506,0.0,0.00046504987,0.0,0.00041795569,0.0,0.0002978969,0.00021090571,0.00040941683,17.714834,18.089779,17.369585,17.20678,17.23125,17.347174,18.451999999999998,19.243,17.974,15.785,0.5512629556213913
20427,6228,3506109248290275456,3506109248290275456,199.9328297303269,-21.342933050916056,199.9327983,-21.3428762,199.932898,-21.342813,17.725473,17.384762,17.029057,0.5964041799171511,0.00023078097296984077,0.0,0.000139829884846584,0.0,0.00042854852039743923,0.0,0.001693557708691519,0.0,0.00062128156,0.0,0.0006290702,0.0,0.0004429249,0.0,0.00040373378,0.00029499218,0.00056024385,17.384762,17.725473,17.029057,16.916779,16.903252,17.284174,17.991999999999997,18.535999999999998,17.32,15.828,0.770407642864094
20428,6228,3506170198171331968,3506170198171331968,199.9328974633926,-21.047061830472767,199.9329378,-21.0470532,199.932795,-21.047045,20.734415,19.32712,18.323404,3.114032574556257,0.0002777154235884665,0.0,0.00017831997722329198,0.0,0.00024547089156850286,0.0,0.001567472751800439,0.0,0.0004976087,0.0,0.0005763685,0.0,0.0005780029,0.0,6.747636e-05,1.8460094e-05,0.00017007404,19.32712,20.734415,18.323404,17.15778,16.99825,16.995174,17.791,18.272,17.925,15.911999999999999,1.0345342347453885
20429,11003,6194380504931757696,6194380504931757696,199.93294751311697,-23.210650545015238,199.9330707,-23.2106835,199.933286,-23.21073,19.449942,18.227465,17.363342,2.593528610769875,0.0004729334149186511,0.0,0.0003311311214825918,0.0,0.0004333112852118382,0.0,0.0020663315175644776,0.0,0.00095783104,0.0,0.0010772084,0.0,0.00088619697,0.0,0.00018578638,6.0259164e-05,0.00041177776,18.227465,19.449942,17.363342,16.446777,16.31925,16.531174,17.213,17.599999999999998,17.308,15.612000000000002,1.2749174777047756
20430,11003,6194602159603991936,6194602159603991936,199.93296460125748,-22.78374461258511,199.9329627,-22.7837599,199.933019,-22.783806,17.64011,17.284224,16.924511,0.5144639906582019,0.00023856130399309134,0.0,9.926588068710296e-05,0.0,0.00034769624461781286,0.0,0.002436688423459584,0.0,0.0006571866,0.0,0.0007549182,0.0,0.00048521082,0.0,0.00044290474,0.00031912135,0.00061687257,17.284224,17.64011,16.924511,16.855778,16.70525,17.185173,17.956,18.908,17.547,15.433,0.8800608626075168
