SCA,SCAx,SCAy,Field X,Field Y
10,-2.56,7.68,0.0758,0.0594
10,2.56,7.68,0.0599,0.0593
10,7.68,7.68,0.0443,0.0593
10,12.8,7.68,0.0286,0.0592
10,17.92,7.68,0.0128,0.0594
10,-17.92,12.8,0.1228,0.075
10,-12.8,12.8,0.1071,0.075
10,-7.68,12.8,0.0914,0.0748
10,-2.56,12.8,0.0757,0.0748
10,2.56,12.8,0.06,0.0749
10,7.68,12.8,0.0443,0.0749
10,12.8,12.8,0.0284,0.0747
10,17.92,12.8,0.0129,0.0747
10,-17.92,17.92,0.1229,0.0905
10,-12.8,17.92,0.107,0.0905
10,-7.68,17.92,0.0914,0.0904
10,-2.56,17.92,0.0757,0.0903
10,2.56,17.92,0.06,0.0903
10,7.68,17.92,0.0443,0.0903
10,12.8,17.92,0.0286,0.0903
10,17.92,17.92,0.0129,0.0902
11,-17.92,-17.92,0.1221,-0.1618
11,-12.8,-17.92,0.1066,-0.162
11,-7.68,-17.92,0.0913,-0.1619
11,-2.56,-17.92,0.0756,-0.1621
11,2.56,-17.92,0.0602,-0.1622
11,7.68,-17.92,0.0445,-0.1622
11,12.8,-17.92,0.0291,-0.1622
11,17.92,-17.92,0.0135,-0.1622
11,-17.92,-12.8,0.1223,-0.1467
11,-12.8,-12.8,0.1067,-0.147
11,-7.68,-12.8,0.0914,-0.1471
11,-2.56,-12.8,0.0757,-0.1472
11,2.56,-12.8,0.0602,-0.1471
11,7.68,-12.8,0.0445,-0.1472
11,12.8,-12.8,0.0291,-0.1472
11,17.92,-12.8,0.0135,-0.1473
11,-17.92,-7.68,0.1223,-0.1318
11,-12.8,-7.68,0.1067,-0.132
11,-7.68,-7.68,0.0913,-0.1321
11,-2.56,-7.68,0.0758,-0.1321
11,2.56,-7.68,0.0603,-0.1323
11,7.68,-7.68,0.0446,-0.1322
11,12.8,-7.68,0.0291,-0.1324
11,17.92,-7.68,0.0136,-0.1322
11,-17.92,-2.56,0.1225,-0.1168
11,-12.8,-2.56,0.1069,-0.117
11,-7.68,-2.56,0.0914,-0.117
11,-2.56,-2.56,0.076,-0.1172
11,2.56,-2.56,0.0603,-0.1171
11,7.68,-2.56,0.0447,-0.1173
11,12.8,-2.56,0.0292,-0.1172
11,17.92,-2.56,0.0136,-0.1174
11,-17.92,2.56,0.1226,-0.1018
11,-12.8,2.56,0.1069,-0.1019
11,-7.68,2.56,0.0915,-0.1019
11,-2.56,2.56,0.0759,-0.102
11,2.56,2.56,0.0604,-0.1022
11,7.68,2.56,0.0448,-0.1022
11,12.8,2.56,0.0292,-0.1022
11,17.92,2.56,0.0136,-0.1022
11,-17.92,7.68,0.1227,-0.0867
11,-12.8,7.68,0.1072,-0.0869
11,-7.68,7.68,0.0914,-0.0869
11,-2.56,7.68,0.0761,-0.087
11,2.56,7.68,0.0604,-0.0871
11,7.68,7.68,0.0448,-0.0871
11,12.8,7.68,0.0291,-0.0871
11,17.92,7.68,0.0136,-0.0872
11,-17.92,12.8,0.1229,-0.0716
11,-12.8,12.8,0.1071,-0.0716
11,-7.68,12.8,0.0916,-0.0717
11,-2.56,12.8,0.0761,-0.0719
11,2.56,12.8,0.0604,-0.0719
11,7.68,12.8,0.0449,-0.0719
11,12.8,12.8,0.0294,-0.0721
11,17.92,12.8,0.0137,-0.0721
11,-17.92,17.92,0.1228,-0.0565
11,-12.8,17.92,0.1073,-0.0567
11,-7.68,17.92,0.0917,-0.0567
11,-2.56,17.92,0.0762,-0.0567
11,2.56,17.92,0.0605,-0.0567
11,7.68,17.92,0.0449,-0.0568
11,12.8,17.92,0.0292,-0.0568
11,17.92,17.92,0.0136,-0.0568
12,-17.92,-17.92,0.1216,-0.2913
12,-12.8,-17.92,0.1063,-0.2911
12,-7.68,-17.92,0.0909,-0.2914
12,-2.56,-17.92,0.0757,-0.2915
12,2.56,-17.92,0.0601,-0.2915
12,7.68,-17.92,0.0447,-0.2916
12,12.8,-17.92,0.0294,-0.2917
12,17.92,-17.92,0.014,-0.2918
12,-17.92,-12.8,0.1218,-0.2766
12,-12.8,-12.8,0.1065,-0.2768
12,-7.68,-12.8,0.091,-0.2769
12,-2.56,-12.8,0.0757,-0.2769
12,2.56,-12.8,0.0602,-0.2769
12,7.68,-12.8,0.045,-0.277
12,12.8,-12.8,0.0295,-0.2772
12,17.92,-12.8,0.0141,-0.2772
12,-17.92,-7.68,0.1219,-0.262
12,-12.8,-7.68,0.1066,-0.2621
12,-7.68,-7.68,0.0912,-0.2622
12,-2.56,-7.68,0.0759,-0.2623
12,2.56,-7.68,0.0603,-0.2625
12,7.68,-7.68,0.045,-0.2626
12,12.8,-7.68,0.0295,-0.2626
12,17.92,-7.68,0.0141,-0.2626
12,-17.92,-2.56,0.122,-0.2474
12,-12.8,-2.56,0.1066,-0.2475
12,-7.68,-2.56,0.0913,-0.2476
12,-2.56,-2.56,0.0758,-0.2478
12,2.56,-2.56,0.0604,-0.2477
12,7.68,-2.56,0.045,-0.2479
12,12.8,-2.56,0.0295,-0.248
12,17.92,-2.56,0.0142,-0.2479
12,-17.92,2.56,0.1222,-0.2327
12,-12.8,2.56,0.1068,-0.2329
12,-7.68,2.56,0.0914,-0.233
12,-2.56,2.56,0.0758,-0.233
12,2.56,2.56,0.0606,-0.2331
12,7.68,2.56,0.045,-0.2332
12,12.8,2.56,0.0296,-0.2332
12,17.92,2.56,0.0141,-0.2333
12,-17.92,7.68,0.1223,-0.218
12,-12.8,7.68,0.1069,-0.2182
12,-7.68,7.68,0.0914,-0.2182
12,-2.56,7.68,0.076,-0.2184
12,2.56,7.68,0.0604,-0.2184
12,7.68,7.68,0.0451,-0.2184
12,12.8,7.68,0.0297,-0.2184
12,17.92,7.68,0.0141,-0.2184
12,-17.92,12.8,0.1225,-0.2033
12,-12.8,12.8,0.1071,-0.2034
12,-7.68,12.8,0.0916,-0.2035
12,-2.56,12.8,0.0759,-0.2035
12,2.56,12.8,0.0607,-0.2036
12,7.68,12.8,0.0452,-0.2037
12,12.8,12.8,0.0296,-0.2037
12,17.92,12.8,0.0142,-0.2039
12,-17.92,17.92,0.1226,-0.1884
12,-12.8,17.92,0.1071,-0.1887
12,-7.68,17.92,0.0916,-0.1886
12,-2.56,17.92,0.0761,-0.1888
12,2.56,17.92,0.0607,-0.1888
12,7.68,17.92,0.0452,-0.1889
12,12.8,17.92,0.0296,-0.1888
12,17.92,17.92,0.0141,-0.1889
13,-17.92,-17.92,0.2575,0.0104
13,-12.8,-17.92,0.242,0.0102
13,-7.68,-17.92,0.2264,0.0101
13,-2.56,-17.92,0.2107,0.01
13,2.56,-17.92,0.1953,0.0099
13,7.68,-17.92,0.1797,0.0096
13,12.8,-17.92,0.164,0.0096
13,17.92,-17.92,0.1483,0.0095
13,-17.92,-12.8,0.2578,0.0258
13,-12.8,-12.8,0.2421,0.0255
13,-7.68,-12.8,0.2264,0.0253
13,-2.56,-12.8,0.211,0.0251
13,2.56,-12.8,0.1954,0.0251
13,7.68,-12.8,0.1797,0.0249
13,12.8,-12.8,0.1642,0.0249
13,17.92,-12.8,0.1485,0.0248
13,-17.92,-7.68,0.2579,0.0409
13,-12.8,-7.68,0.2422,0.0409
13,-7.68,-7.68,0.2267,0.0408
13,-2.56,-7.68,0.2111,0.0407
13,2.56,-7.68,0.1956,0.0405
13,7.68,-7.68,0.18,0.0404
13,12.8,-7.68,0.1643,0.0403
13,17.92,-7.68,0.1486,0.04
13,-17.92,-2.56,0.2579,0.0564
13,-12.8,-2.56,0.2424,0.0562
13,-7.68,-2.56,0.2269,0.056
13,-2.56,-2.56,0.211,0.056
13,2.56,-2.56,0.1956,0.0558
13,7.68,-2.56,0.18,0.0557
13,12.8,-2.56,0.1644,0.0556
13,17.92,-2.56,0.1487,0.0556
13,-17.92,2.56,0.2581,0.0718
13,-12.8,2.56,0.2426,0.0717
13,-7.68,2.56,0.227,0.0717
13,-2.56,2.56,0.2113,0.0714
13,2.56,2.56,0.1957,0.0712
13,7.68,2.56,0.1801,0.071
13,12.8,2.56,0.1645,0.071
13,17.92,2.56,0.1488,0.071
13,-17.92,7.68,0.2583,0.0873
13,-12.8,7.68,0.2428,0.0871
13,-7.68,7.68,0.2271,0.0869
13,-2.56,7.68,0.2113,0.0869
13,2.56,7.68,0.1958,0.0866
13,7.68,7.68,0.1801,0.0865
13,12.8,7.68,0.1646,0.0865
13,17.92,7.68,0.1488,0.0864
13,-17.92,12.8,0.2584,0.1027
13,-12.8,12.8,0.2428,0.1026
13,-7.68,12.8,0.2274,0.1025
13,-2.56,12.8,0.2117,0.1024
13,2.56,12.8,0.1961,0.1022
13,7.68,12.8,0.1803,0.102
13,12.8,12.8,0.1645,0.102
13,17.92,12.8,0.149,0.1018
13,-17.92,17.92,0.2586,0.1182
13,-12.8,17.92,0.243,0.118
13,-7.68,17.92,0.2273,0.1179
13,-2.56,17.92,0.2117,0.1178
13,2.56,17.92,0.1961,0.1177
13,7.68,17.92,0.1805,0.1175
13,12.8,17.92,0.1647,0.1174
13,17.92,17.92,0.1492,0.1174
14,-17.92,-17.92,0.257,-0.1344
14,-12.8,-17.92,0.2415,-0.1347
14,-7.68,-17.92,0.2262,-0.1349
14,-2.56,-17.92,0.2107,-0.1351
14,2.56,-17.92,0.1952,-0.1352
14,7.68,-17.92,0.1796,-0.1355
14,12.8,-17.92,0.1643,-0.1357
14,17.92,-17.92,0.1488,-0.1358
14,-17.92,-12.8,0.2573,-0.1195
14,-12.8,-12.8,0.2418,-0.1196
14,-7.68,-12.8,0.2264,-0.12
14,-2.56,-12.8,0.2109,-0.1202
14,2.56,-12.8,0.1954,-0.1204
14,7.68,-12.8,0.1801,-0.1204
14,12.8,-12.8,0.1644,-0.1205
14,17.92,-12.8,0.1489,-0.1207
14,-17.92,-7.68,0.2574,-0.1045
14,-12.8,-7.68,0.242,-0.1047
14,-7.68,-7.68,0.2265,-0.1049
14,-2.56,-7.68,0.211,-0.1051
14,2.56,-7.68,0.1956,-0.1052
14,7.68,-7.68,0.1801,-0.1054
14,12.8,-7.68,0.1645,-0.1056
14,17.92,-7.68,0.1491,-0.1058
14,-17.92,-2.56,0.2577,-0.0895
14,-12.8,-2.56,0.2421,-0.0896
14,-7.68,-2.56,0.2268,-0.0899
14,-2.56,-2.56,0.2112,-0.09
14,2.56,-2.56,0.1958,-0.0902
14,7.68,-2.56,0.1802,-0.0904
14,12.8,-2.56,0.1647,-0.0905
14,17.92,-2.56,0.1492,-0.0906
14,-17.92,2.56,0.258,-0.0744
14,-12.8,2.56,0.2424,-0.0746
14,-7.68,2.56,0.227,-0.0748
14,-2.56,2.56,0.2114,-0.075
14,2.56,2.56,0.1959,-0.0751
14,7.68,2.56,0.1804,-0.0752
14,12.8,2.56,0.1648,-0.0753
14,17.92,2.56,0.1493,-0.0755
14,-17.92,7.68,0.258,-0.0593
14,-12.8,7.68,0.2427,-0.0594
14,-7.68,7.68,0.2271,-0.0595
14,-2.56,7.68,0.2115,-0.0598
14,2.56,7.68,0.1961,-0.06
14,7.68,7.68,0.1806,-0.0601
14,12.8,7.68,0.165,-0.0602
14,17.92,7.68,0.1494,-0.0603
14,-17.92,12.8,0.2582,-0.0441
14,-12.8,12.8,0.2428,-0.0444
14,-7.68,12.8,0.2274,-0.0445
14,-2.56,12.8,0.2117,-0.0446
14,2.56,12.8,0.1963,-0.0448
14,7.68,12.8,0.1807,-0.0449
14,12.8,12.8,0.1651,-0.0451
14,17.92,12.8,0.1494,-0.0452
14,-17.92,17.92,0.2585,-0.029
14,-12.8,17.92,0.243,-0.0291
14,-7.68,17.92,0.2275,-0.0293
14,-2.56,17.92,0.2118,-0.0294
14,2.56,17.92,0.1963,-0.0297
14,7.68,17.92,0.1808,-0.0297
14,12.8,17.92,0.1653,-0.03
14,17.92,17.92,0.1497,-0.03
15,-17.92,-17.92,0.2565,-0.2635
15,-12.8,-17.92,0.2414,-0.2638
15,-7.68,-17.92,0.2259,-0.264
15,-2.56,-17.92,0.2106,-0.2641
15,2.56,-17.92,0.1953,-0.2645
15,7.68,-17.92,0.18,-0.2647
15,12.8,-17.92,0.1646,-0.2648
15,17.92,-17.92,0.1492,-0.265
15,-17.92,-12.8,0.2568,-0.249
15,-12.8,-12.8,0.2416,-0.2491
15,-7.68,-12.8,0.2263,-0.2495
15,-2.56,-12.8,0.2108,-0.2496
15,2.56,-12.8,0.1956,-0.25
15,7.68,-12.8,0.1802,-0.2501
15,12.8,-12.8,0.1647,-0.2504
15,17.92,-12.8,0.1494,-0.2504
15,-17.92,-7.68,0.2571,-0.2344
15,-12.8,-7.68,0.2417,-0.2346
15,-7.68,-7.68,0.2263,-0.2348
15,-2.56,-7.68,0.211,-0.2351
15,2.56,-7.68,0.1958,-0.2352
15,7.68,-7.68,0.1802,-0.2355
15,12.8,-7.68,0.1649,-0.2356
15,17.92,-7.68,0.1496,-0.2357
15,-17.92,-2.56,0.2573,-0.2196
15,-12.8,-2.56,0.242,-0.2199
15,-7.68,-2.56,0.2267,-0.2201
15,-2.56,-2.56,0.2114,-0.2204
15,2.56,-2.56,0.196,-0.2205
15,7.68,-2.56,0.1806,-0.2207
15,12.8,-2.56,0.1651,-0.2208
15,17.92,-2.56,0.1497,-0.221
15,-17.92,2.56,0.2577,-0.2051
15,-12.8,2.56,0.2423,-0.2051
15,-7.68,2.56,0.2268,-0.2054
15,-2.56,2.56,0.2115,-0.2056
15,2.56,2.56,0.1961,-0.2058
15,7.68,2.56,0.1807,-0.2059
15,12.8,2.56,0.1653,-0.2061
15,17.92,2.56,0.1498,-0.2064
15,-17.92,7.68,0.2578,-0.1903
15,-12.8,7.68,0.2425,-0.1903
15,-7.68,7.68,0.2272,-0.1905
15,-2.56,7.68,0.2118,-0.1909
15,2.56,7.68,0.1964,-0.191
15,7.68,7.68,0.1808,-0.1912
15,12.8,7.68,0.1654,-0.1913
15,17.92,7.68,0.1501,-0.1915
15,-17.92,12.8,0.2582,-0.1753
15,-12.8,12.8,0.2427,-0.1755
15,-7.68,12.8,0.2274,-0.1757
15,-2.56,12.8,0.2119,-0.1761
15,2.56,12.8,0.1965,-0.1763
15,7.68,12.8,0.1811,-0.1764
15,12.8,12.8,0.1656,-0.1766
15,17.92,12.8,0.1501,-0.1767
15,-17.92,17.92,0.2584,-0.1605
15,-12.8,17.92,0.2429,-0.1607
15,-7.68,17.92,0.2275,-0.161
15,-2.56,17.92,0.2122,-0.1612
15,2.56,17.92,0.1967,-0.1614
15,7.68,17.92,0.1812,-0.1614
15,12.8,17.92,0.1659,-0.1618
15,17.92,17.92,0.1503,-0.1618
16,-17.92,-17.92,0.3918,0.0762
16,-12.8,-17.92,0.3764,0.0761
16,-7.68,-17.92,0.361,0.0758
16,-2.56,-17.92,0.3457,0.0757
16,2.56,-17.92,0.3301,0.0754
16,7.68,-17.92,0.3146,0.0752
16,12.8,-17.92,0.2992,0.075
16,17.92,-17.92,0.2837,0.0748
16,-17.92,-12.8,0.392,0.0916
16,-12.8,-12.8,0.3766,0.0915
16,-7.68,-12.8,0.3612,0.0911
16,-2.56,-12.8,0.3458,0.0909
16,2.56,-12.8,0.3302,0.0907
16,7.68,-12.8,0.3147,0.0907
16,12.8,-12.8,0.2992,0.0904
16,17.92,-12.8,0.2838,0.0902
16,-17.92,-7.68,0.3922,0.1069
16,-12.8,-7.68,0.3769,0.1068
16,-7.68,-7.68,0.3616,0.1066
16,-2.56,-7.68,0.346,0.1063
16,2.56,-7.68,0.3306,0.1063
16,7.68,-7.68,0.3149,0.1059
16,12.8,-7.68,0.2994,0.1058
16,17.92,-7.68,0.2839,0.1055
16,-17.92,-2.56,0.3925,0.1224
16,-12.8,-2.56,0.3771,0.1221
16,-7.68,-2.56,0.3617,0.122
16,-2.56,-2.56,0.3462,0.1218
16,2.56,-2.56,0.3307,0.1217
16,7.68,-2.56,0.3154,0.1214
16,12.8,-2.56,0.2997,0.1213
16,17.92,-2.56,0.2841,0.1211
16,-17.92,2.56,0.3928,0.138
16,-12.8,2.56,0.3772,0.1376
16,-7.68,2.56,0.362,0.1375
16,-2.56,2.56,0.3464,0.1373
16,2.56,2.56,0.3308,0.1373
16,7.68,2.56,0.3154,0.137
16,12.8,2.56,0.2998,0.1368
16,17.92,2.56,0.2841,0.1367
16,-17.92,7.68,0.393,0.1534
16,-12.8,7.68,0.3775,0.1532
16,-7.68,7.68,0.3619,0.153
16,-2.56,7.68,0.3465,0.1527
16,2.56,7.68,0.3311,0.1526
16,7.68,7.68,0.3155,0.1524
16,12.8,7.68,0.2999,0.1522
16,17.92,7.68,0.2844,0.1521
16,-17.92,12.8,0.393,0.1688
16,-12.8,12.8,0.3777,0.1687
16,-7.68,12.8,0.362,0.1685
16,-2.56,12.8,0.3468,0.1684
16,2.56,12.8,0.3312,0.1682
16,7.68,12.8,0.3157,0.1678
16,12.8,12.8,0.3001,0.1679
16,17.92,12.8,0.2846,0.1677
16,-17.92,17.92,0.3932,0.1844
16,-12.8,17.92,0.3777,0.1841
16,-7.68,17.92,0.3625,0.1839
16,-2.56,17.92,0.3469,0.1838
16,2.56,17.92,0.3314,0.1837
16,7.68,17.92,0.3159,0.1834
16,12.8,17.92,0.3001,0.1833
16,17.92,17.92,0.2847,0.1833
17,-17.92,-17.92,0.3919,-0.0695
17,-12.8,-17.92,0.3765,-0.0697
17,-7.68,-17.92,0.3612,-0.0701
17,-2.56,-17.92,0.3458,-0.0705
17,2.56,-17.92,0.3305,-0.0707
17,7.68,-17.92,0.3152,-0.0708
17,12.8,-17.92,0.2999,-0.0711
17,17.92,-17.92,0.2842,-0.0713
17,-17.92,-12.8,0.3921,-0.0545
17,-12.8,-12.8,0.3768,-0.0546
17,-7.68,-12.8,0.3615,-0.0549
17,-2.56,-12.8,0.3462,-0.0554
17,2.56,-12.8,0.3308,-0.0555
17,7.68,-12.8,0.3153,-0.0558
17,12.8,-12.8,0.3,-0.056
17,17.92,-12.8,0.2845,-0.0562
17,-17.92,-7.68,0.3925,-0.0393
17,-12.8,-7.68,0.3771,-0.0395
17,-7.68,-7.68,0.3617,-0.0399
17,-2.56,-7.68,0.3464,-0.0402
17,2.56,-7.68,0.331,-0.0403
17,7.68,-7.68,0.3157,-0.0406
17,12.8,-7.68,0.3001,-0.0409
17,17.92,-7.68,0.2849,-0.041
17,-17.92,-2.56,0.3927,-0.0242
17,-12.8,-2.56,0.3773,-0.0243
17,-7.68,-2.56,0.3621,-0.0246
17,-2.56,-2.56,0.3467,-0.025
17,2.56,-2.56,0.3312,-0.0252
17,7.68,-2.56,0.3158,-0.0255
17,12.8,-2.56,0.3004,-0.0258
17,17.92,-2.56,0.285,-0.0259
17,-17.92,2.56,0.3931,-0.0089
17,-12.8,2.56,0.3777,-0.0093
17,-7.68,2.56,0.3622,-0.0095
17,-2.56,2.56,0.347,-0.0098
17,2.56,2.56,0.3316,-0.01
17,7.68,2.56,0.3161,-0.0103
17,12.8,2.56,0.3007,-0.0106
17,17.92,2.56,0.2851,-0.0106
17,-17.92,7.68,0.3932,0.0062
17,-12.8,7.68,0.3779,0.006
17,-7.68,7.68,0.3626,0.0057
17,-2.56,7.68,0.3472,0.0054
17,2.56,7.68,0.3318,0.0051
17,7.68,7.68,0.3164,0.005
17,12.8,7.68,0.3008,0.0048
17,17.92,7.68,0.2854,0.0046
17,-17.92,12.8,0.3936,0.0215
17,-12.8,12.8,0.3782,0.0211
17,-7.68,12.8,0.3628,0.0209
17,-2.56,12.8,0.3475,0.0206
17,2.56,12.8,0.332,0.0205
17,7.68,12.8,0.3165,0.0202
17,12.8,12.8,0.3012,0.02
17,17.92,12.8,0.2856,0.0198
17,-17.92,17.92,0.3939,0.0367
17,-12.8,17.92,0.3784,0.0364
17,-7.68,17.92,0.3631,0.0362
17,-2.56,17.92,0.3475,0.036
17,2.56,17.92,0.3322,0.0358
17,7.68,17.92,0.3168,0.0355
17,12.8,17.92,0.3012,0.0354
17,17.92,17.92,0.2857,0.0352
18,-17.92,-17.92,0.3922,-0.1975
18,-12.8,-17.92,0.377,-0.1978
18,-7.68,-17.92,0.3618,-0.1981
18,-2.56,-17.92,0.3466,-0.1985
18,2.56,-17.92,0.3314,-0.1989
18,7.68,-17.92,0.3162,-0.1991
18,12.8,-17.92,0.3008,-0.1995
18,17.92,-17.92,0.2856,-0.1998
18,-17.92,-12.8,0.3925,-0.1827
18,-12.8,-12.8,0.3775,-0.1831
18,-7.68,-12.8,0.3622,-0.1833
18,-2.56,-12.8,0.347,-0.1837
18,2.56,-12.8,0.3317,-0.184
18,7.68,-12.8,0.3163,-0.1844
18,12.8,-12.8,0.3012,-0.1848
18,17.92,-12.8,0.2858,-0.1851
18,-17.92,-7.68,0.3929,-0.168
18,-12.8,-7.68,0.3779,-0.1683
18,-7.68,-7.68,0.3626,-0.1687
18,-2.56,-7.68,0.3471,-0.169
18,2.56,-7.68,0.332,-0.1694
18,7.68,-7.68,0.3168,-0.1697
18,12.8,-7.68,0.3014,-0.17
18,17.92,-7.68,0.2862,-0.1702
18,-17.92,-2.56,0.3933,-0.1532
18,-12.8,-2.56,0.3782,-0.1535
18,-7.68,-2.56,0.363,-0.1539
18,-2.56,-2.56,0.3476,-0.1542
18,2.56,-2.56,0.3324,-0.1545
18,7.68,-2.56,0.317,-0.1548
18,12.8,-2.56,0.3016,-0.155
18,17.92,-2.56,0.2865,-0.1554
18,-17.92,2.56,0.3936,-0.1382
18,-12.8,2.56,0.3785,-0.1386
18,-7.68,2.56,0.3632,-0.1389
18,-2.56,2.56,0.348,-0.1392
18,2.56,2.56,0.3326,-0.1396
18,7.68,2.56,0.3174,-0.1399
18,12.8,2.56,0.302,-0.14
18,17.92,2.56,0.2865,-0.1406
18,-17.92,7.68,0.394,-0.1234
18,-12.8,7.68,0.3788,-0.1237
18,-7.68,7.68,0.3635,-0.124
18,-2.56,7.68,0.3481,-0.1244
18,2.56,7.68,0.333,-0.1246
18,7.68,7.68,0.3176,-0.125
18,12.8,7.68,0.3023,-0.1252
18,17.92,7.68,0.2871,-0.1255
18,-17.92,12.8,0.3943,-0.1084
18,-12.8,12.8,0.3791,-0.1087
18,-7.68,12.8,0.3638,-0.109
18,-2.56,12.8,0.3486,-0.1094
18,2.56,12.8,0.3332,-0.1098
18,7.68,12.8,0.318,-0.1099
18,12.8,12.8,0.3026,-0.1103
18,17.92,12.8,0.2871,-0.1106
18,-17.92,17.92,0.3946,-0.0935
18,-12.8,17.92,0.3794,-0.0938
18,-7.68,17.92,0.3642,-0.0942
18,-2.56,17.92,0.3488,-0.0945
18,2.56,17.92,0.3334,-0.0947
18,7.68,17.92,0.3181,-0.0949
18,12.8,17.92,0.3029,-0.0953
18,17.92,17.92,0.2874,-0.0956
