,star_ID,ra_star,dec_star,V_mag,nearby_hst_obs,num_nearby_obs,exposure_name_list
0,* alf Eri,24.42852283,-57.23675281,0.46," obsID   obs_collection dataproduct_type   obs_id  ...    size   parent_obsid dataRights calib_level
-------- -------------- ---------------- --------- ... --------- ------------ ---------- -----------
24576373            HST            image u3au0401t ...  10307520     24576373     PUBLIC           2
24576373            HST            image u3au0401t ...  10307520    207141154     PUBLIC           2
24576373            HST            image u3au0401t ...  10307520    207329831     PUBLIC           2
24576373            HST            image u3au0401t ...   5178240     24576373     PUBLIC           2
24576373            HST            image u3au0401t ...   5178240    207141154     PUBLIC           2
24576373            HST            image u3au0401t ...   5178240    207329831     PUBLIC           2
24576373            HST            image u3au0401t ...  10307520     24576373     PUBLIC           2
24576373            HST            image u3au0401t ...  10307520    207141154     PUBLIC           2
24576373            HST            image u3au0401t ...  10307520    207329831     PUBLIC           2
24576373            HST            image u3au0401t ...   5184000     24576373     PUBLIC           2
24576373            HST            image u3au0401t ...   5184000    207141154     PUBLIC           2
24576373            HST            image u3au0401t ...   5184000    207329831     PUBLIC           2
24576373            HST            image u3au0401t ...  25920000     24576373     PUBLIC           2
24576373            HST            image u3au0401t ...  25920000    207141154     PUBLIC           2
24576373            HST            image u3au0401t ...  25920000    207329831     PUBLIC           2
24576374            HST            image u3au0402t ...  10307520     24576374     PUBLIC           2
24576374            HST            image u3au0402t ...  10307520    207141154     PUBLIC           2
     ...            ...              ...       ... ...       ...          ...        ...         ...
24576375            HST            image u3au0403t ...  25920000    207329831     PUBLIC           2
24679096            HST            image u8u88g01m ...  10293120     24679096     PUBLIC           2
24679096            HST            image u8u88g01m ...   5178240     24679096     PUBLIC           2
24679096            HST            image u8u88g01m ...  10304640     24679096     PUBLIC           2
24679096            HST            image u8u88g01m ...   5184000     24679096     PUBLIC           2
26724880            HST            image jdrz2lhaq ... 168318720     26724885     PUBLIC           2
26724880            HST            image jdrz2lhaq ... 168318720     26724917     PUBLIC           2
26724880            HST            image jdrz2lhaq ... 168318720     26724921     PUBLIC           2
26724880            HST            image jdrz2lhaq ... 168431040     26724885     PUBLIC           2
26724880            HST            image jdrz2lhaq ... 168431040     26724917     PUBLIC           2
26724880            HST            image jdrz2lhaq ... 168431040     26724921     PUBLIC           2
26724883            HST            image jdrz2lhbq ... 168318720     26724885     PUBLIC           2
26724883            HST            image jdrz2lhbq ... 168318720     26724917     PUBLIC           2
26724883            HST            image jdrz2lhbq ... 168318720     26724921     PUBLIC           2
26724883            HST            image jdrz2lhbq ... 168431040     26724885     PUBLIC           2
26724883            HST            image jdrz2lhbq ... 168431040     26724917     PUBLIC           2
26724883            HST            image jdrz2lhbq ... 168431040     26724921     PUBLIC           2
Length = 61 rows",61,"[['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0401t/u3au0401t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0402t/u3au0402t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u3au0403t/u3au0403t_c0f.fits'], ['mastDownload/HST/u8u88g01m/u8u88g01m_c0f.fits'], ['mastDownload/HST/u8u88g01m/u8u88g01m_c0f.fits'], ['mastDownload/HST/u8u88g01m/u8u88g01m_c0f.fits'], ['mastDownload/HST/u8u88g01m/u8u88g01m_c0f.fits'], ['mastDownload/HST/jdrz2lhaq/jdrz2lhaq_flc.fits'], ['mastDownload/HST/jdrz2lhaq/jdrz2lhaq_flc.fits'], ['mastDownload/HST/jdrz2lhaq/jdrz2lhaq_flc.fits'], ['mastDownload/HST/jdrz2lhaq/jdrz2lhaq_flc.fits'], ['mastDownload/HST/jdrz2lhaq/jdrz2lhaq_flc.fits'], ['mastDownload/HST/jdrz2lhaq/jdrz2lhaq_flc.fits'], ['mastDownload/HST/jdrz2lhbq/jdrz2lhbq_flc.fits'], ['mastDownload/HST/jdrz2lhbq/jdrz2lhbq_flc.fits'], ['mastDownload/HST/jdrz2lhbq/jdrz2lhbq_flc.fits'], ['mastDownload/HST/jdrz2lhbq/jdrz2lhbq_flc.fits'], ['mastDownload/HST/jdrz2lhbq/jdrz2lhbq_flc.fits'], ['mastDownload/HST/jdrz2lhbq/jdrz2lhbq_flc.fits']]"
