,healpix_5,source_id,source_id_2,ra,dec,wise_ra,wise_dec,tmass_ra,tmass_dec,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,parallax,w1,w1_error,w2,w2_error,w3,w3_error,w4,w4_error,j,j_error,h,h_error,ks,ks_error,g,bp,rp,phot_g_mean_mag_AB,phot_bp_mean_mag_AB,phot_rp_mean_mag_AB,phot_j_mean_mag_AB,phot_h_mean_mag_AB,phot_ks_mean_mag_AB,phot_w1_mean_mag_AB,phot_w2_mean_mag_AB,phot_w3_mean_mag_AB,phot_w4_mean_mag_AB
522,522,522,522,18.36889883837233,24.5556335010613,18.36889883837233,24.5556335010613,18.36889883837233,24.5556335010613,4.337906166843563,3.954669236042438,3.5564465130149694,0.0,183.70557572278773,0.0,82.27872698176996,0.0,7.9142304264435195,0.0,15.099753845541894,0.0,179.46670852978048,0.0,178.90696541393916,0.0,126.6906631969898,0.0,95.08944346401748,66.80939412216837,137.22125746740457,3.954669236042438,4.337906166843563,3.5564465130149694,3.2650402554962064,3.268431876614687,3.6431384760400425,3.2396941551133933,4.111781090847198,6.6539782730079144,5.952575331170092
523,523,523,523,19.465332658740596,25.92391798197567,19.465332658740596,25.92391798197567,19.465332658740596,25.92391798197567,5.049898796475882,4.464098407220706,3.873978427663914,0.0,1170.2516835594254,0.0,374.74021881453746,0.0,29.287430582769055,0.0,23.438151564382053,0.0,245.2349602364497,0.0,437.53563280477255,0.0,347.69704046654033,0.0,59.47858623768738,34.67691719561833,102.42562647194192,4.464098407220706,5.049898796475882,3.873978427663914,2.9260440438313244,2.2974664308880293,2.546997514840033,1.2293018135272726,2.465674234893739,5.233296819402397,5.4751916041863815
524,524,524,524,22.315973644592894,25.877314946696874,22.315973644592894,25.877314946696874,22.315973644592894,25.877314946696874,5.010820514732058,4.638997628368744,4.218244211411639,0.0,45.865331111015294,0.0,27.23809959390802,0.0,6.345030124664197,0.0,14.578712646170201,0.0,102.6797166508234,0.0,118.63372500087407,0.0,88.39064664564792,0.0,50.629186426502265,35.947756737340974,74.59372848699812,4.638997628368744,5.010820514732058,4.218244211411639,3.8712883461339764,3.7144795822411254,4.03398422222687,4.746288667215458,5.31205799122544,6.893915779098774,5.990702060303803
525,525,525,525,23.978406956318743,27.454200066495552,23.978406956318743,27.454200066495552,23.978406956318743,27.454200066495552,4.920872914167805,4.55729043542817,4.14690175596592,0.0,42.94548181347279,0.0,24.9782278173814,0.0,6.063915812752226,0.0,14.93704210927822,0.0,111.97450371516027,0.0,116.58043228736699,0.0,89.06795809662665,0.0,54.586321131397106,39.05267923824102,79.65981575827306,4.55729043542817,4.920872914167805,4.14690175596592,3.777202134314571,3.733435846557776,4.025696259677008,4.8177063011588945,5.406095944171572,6.94311709195211,5.964338486689844
526,526,526,526,20.65730023350305,27.253965625466194,20.65730023350305,27.253965625466194,20.65730023350305,27.253965625466194,4.056487528021723,3.895318515963768,3.6952274659907696,0.0,46.93637268172818,0.0,26.69525907822131,0.0,6.36244372411233,0.0,14.555148049446121,0.0,134.03334616132042,0.0,133.43316836514973,0.0,98.05185713525482,0.0,100.4321115353099,86.57748958603479,120.75608198786988,3.895318515963768,4.056487528021723,3.6952274659907696,3.5819678501288523,3.5868405038699462,3.9213604405857216,4.721226191039336,5.333914649864413,6.8909401149446685,5.992458431809835
527,527,527,527,22.416966765872267,28.73280331875687,22.416966765872267,28.73280331875687,22.416966765872267,28.73280331875687,4.938118988080986,4.679304933556242,4.353775971894054,0.0,25.693071506406774,0.0,14.045143947878184,0.0,4.466785701809507,0.0,15.248905824304023,0.0,78.4287331883796,0.0,74.20559375151988,0.0,53.18515016339877,0.0,48.78406959437058,38.437258526298194,65.83996801772894,4.679304933556242,4.938118988080986,4.353775971894054,4.163811999569623,4.223908388963751,4.585524025575858,5.375459936050089,6.03118451345063,7.2750122067732255,5.941903294320076
528,528,528,528,28.048885360287432,25.99404189245685,28.048885360287432,25.99404189245685,28.048885360287432,25.99404189245685,4.7504523053851075,4.5097200331588665,4.191173422664842,0.0,34.17609042554385,0.0,18.688860519628722,0.0,5.1145120789769445,0.0,14.316628862056143,0.0,96.14084273282239,0.0,95.54729892697904,0.0,70.52888884993551,0.0,57.031131322121475,45.68978115182274,76.47696259924416,4.5097200331588665,4.7504523053851075,4.191173422664842,3.9427301883400867,3.9494539642929336,4.279082395526127,5.065694049746604,5.721042943064901,7.127989478445155,6.010398083381368
529,529,529,529,29.43835670941432,27.570031867037503,29.43835670941432,27.570031867037503,29.43835670941432,27.570031867037503,4.4865440807617425,3.9788288885672314,3.445466090614686,0.0,658.3795390261043,0.0,198.23915147043945,0.0,14.593581563126277,0.0,19.984128315583703,0.0,299.9477612709865,0.0,382.07090081771787,0.0,273.5645460226942,0.0,92.99689416340861,58.26159470047205,151.98949210864703,3.9788288885672314,4.4865440807617425,3.445466090614686,2.7073859379276293,2.444640094182094,2.8073504697228095,1.8538091862351216,3.1570264247224733,5.989595275712443,5.648286976026351
530,530,530,530,26.779613746897123,27.18338659706818,26.779613746897123,27.18338659706818,26.779613746897123,27.18338659706818,4.9555465402085455,4.574270772306208,4.1295376475831755,0.0,47.633450403108355,0.0,26.237903544353802,0.0,6.493058581557223,0.0,14.970096968649653,0.0,119.01720358102584,0.0,128.7852899338721,0.0,97.58478154622364,0.0,53.739261145599194,37.82521314203267,80.94405198194063,4.574270772306208,4.9555465402085455,4.1295376475831755,3.710975645251935,3.625334349920843,3.9265447643843583,4.705219896380785,5.35267717204927,6.868876697064117,5.9619384662744555
531,531,531,531,28.137353071011052,28.62190282854728,28.137353071011052,28.62190282854728,28.137353071011052,28.62190282854728,4.68010694150735,4.340638216391981,3.902645126983032,0.0,68.06122317150825,0.0,30.85127821393691,0.0,7.30890668529888,0.0,16.51492320290499,0.0,135.6260015750687,0.0,142.0896309307851,0.0,106.73880237395898,0.0,66.64149226906419,48.748047248750645,99.75667132692597,4.340638216391981,4.68010694150735,3.902645126983032,3.5691426040107572,3.5185940344890554,3.8291941858926055,4.317750625469646,5.176817094493414,6.740368957076386,5.855308603770675
532,532,532,532,30.910888134446022,28.62787406549062,30.910888134446022,28.62787406549062,30.910888134446022,28.62787406549062,4.649985753443422,4.300423629454249,3.9103593530835266,0.0,50.49298088312249,0.0,28.782637951208976,0.0,8.038651641694086,0.0,22.503201340157336,0.0,130.18717090787328,0.0,137.08420378935745,0.0,103.85796495098748,0.0,69.1561086939532,50.11938100305404,99.05040571460877,4.300423629454249,4.649985753443422,3.9103593530835266,3.6135795263326234,3.557531465184363,3.8589004786450944,4.641922474287361,5.252173512868563,6.637041978153896,5.519389235225429
533,533,533,533,32.5566709388694,30.052778794016977,32.5566709388694,30.052778794016977,32.5566709388694,30.052778794016977,4.273955992203135,3.9653484012139613,3.615851564833722,0.0,103.59697455921722,0.0,57.32810773812312,0.0,9.142818501920244,0.0,22.36743327052884,0.0,164.06744719991542,0.0,169.9603633877868,0.0,131.2519747024239,0.0,94.15874026453271,70.86268488791417,129.9150228574493,3.9653484012139613,4.273955992203135,3.615851564833722,3.362443948096593,3.3241308725697785,3.6047353846447336,3.861632318798951,4.504080982492236,6.497299753789516,5.525959624067985
534,534,534,534,29.51588977075263,30.364574560273777,29.51588977075263,30.364574560273777,29.51588977075263,30.364574560273777,4.43965682452472,3.8182862481073787,3.1523366469952396,0.0,1457.9213843925124,0.0,396.6236777854613,0.0,40.884623955467504,0.0,31.79553724616202,0.0,548.0908594262887,0.0,831.5499405233729,0.0,637.7342614130208,0.0,107.8165673639432,60.832724871667665,199.0972865643544,3.8182862481073787,4.43965682452472,3.1523366469952396,2.052868601614909,1.6002791579258737,1.8884006262518005,0.9906647347039526,2.40405340671471,4.871099981010365,5.144084580964769
535,535,535,535,30.90630197993481,31.48351514988331,30.90630197993481,31.48351514988331,30.90630197993481,31.48351514988331,4.890171876619772,4.568552537357902,4.200914239233679,0.0,38.7303524661256,0.0,21.64870937057594,0.0,7.179000862324635,0.0,24.437648860631455,0.0,102.53892889519739,0.0,105.8770156255374,0.0,79.58278883242632,0.0,54.0230357425541,40.17272107034459,75.79390870875287,4.568552537357902,4.890171876619772,4.200914239233679,3.8727780586018072,3.837995771836894,4.147952114679537,4.929871376732,5.561419974598104,6.7598399862511735,5.42985144942596
536,536,536,536,25.41376860199898,28.623402036460497,25.41376860199898,28.623402036460497,25.41376860199898,28.623402036460497,4.654808827180089,4.3220814219664865,3.927128263372545,0.0,99.89580478458807,0.0,53.999959090852265,0.0,8.246331530492187,0.0,16.184090505225164,0.0,155.85533766021155,0.0,170.65343744733622,0.0,136.8696818775403,0.0,67.79028054578825,49.89723371152473,97.5323513857461,4.3220814219664865,4.654808827180089,3.927128263372545,3.4181957990488474,3.319712398416849,3.559231855404512,3.901131874959586,4.569016422971461,6.609348022681843,5.877279253884966
537,537,537,537,26.76276007829217,30.046830938429775,26.76276007829217,30.046830938429775,26.76276007829217,30.046830938429775,4.805364246647058,4.501249604002602,4.142827261809136,0.0,37.43881640934195,0.0,20.403439752209948,0.0,5.750934446623466,0.0,17.0533550430472,0.0,102.87109092430838,0.0,104.87880159520665,0.0,75.45893576749629,0.0,57.47780284825964,43.43644775839231,79.95932058837812,4.501249604002602,4.805364246647058,4.142827261809136,3.8692666363691774,3.848280709462988,4.205723310372778,4.96669472375422,5.625741525127194,7.000653956954199,5.820475415089065
538,538,538,538,23.936782684257793,29.975770879411098,23.936782684257793,29.975770879411098,23.936782684257793,29.975770879411098,4.698503365183827,4.336837854734554,3.923673039363278,0.0,55.707833811014446,0.0,30.99774122545619,0.0,8.466876854649598,0.0,20.525285473148884,0.0,140.12359519328422,0.0,153.2091030202749,0.0,114.41793090470487,0.0,66.87516369849776,47.929031568096775,97.84323069018744,4.336837854734554,4.698503365183827,3.923673039363278,3.5337218209676813,3.436788575106693,3.7537647753359042,4.5352093216854295,5.171674879048242,6.58069189180007,5.619276984601559
539,539,539,539,25.27282934064745,31.364015074707183,25.27282934064745,31.364015074707183,25.27282934064745,31.364015074707183,4.907465981711143,4.563696247301951,4.172707977155583,0.0,40.6719868434042,0.0,22.4019396191683,0.0,6.354692300223927,0.0,18.877154648075766,0.0,105.26503968641825,0.0,112.53256298982365,0.0,82.51989862621177,0.0,54.26521163199653,39.537900788989575,77.7887529269084,4.563696247301951,4.907465981711143,4.172707977155583,3.8442896036667076,3.7718044743147097,4.10860328554823,4.87676152902968,5.524285944183164,6.892263683801714,5.710158665688773
540,540,540,540,28.09195581387893,31.38831556484318,28.09195581387893,31.38831556484318,28.09195581387893,31.38831556484318,4.7214239706480505,4.427614862096985,4.090652652182179,0.0,35.88268655464422,0.0,19.30345151501079,0.0,6.335115411231651,0.0,21.550012361197563,0.0,103.4732169179878,0.0,102.43503341939555,0.0,74.60604831748708,0.0,61.51117954214956,46.927823448567224,83.89555262696435,4.427614862096985,4.7214239706480505,4.090652652182179,3.8629301218940117,3.8738787163436523,4.218064907041146,5.012787621415291,5.685912577233819,6.895613672154785,5.566381190974092
541,541,541,541,29.5299635674773,32.85409897904839,29.5299635674773,32.85409897904839,29.5299635674773,32.85409897904839,4.82612155078471,4.543693747420752,4.193376390359606,0.0,37.20878089659949,0.0,19.95077371166807,0.0,7.331581964954356,0.0,26.726090697184798,0.0,100.16069203855224,0.0,102.07715250986229,0.0,76.31150952020116,0.0,55.27420450665046,42.61390954548703,76.32194752935372,4.543693747420752,4.82612155078471,4.193376390359606,3.8982567086496536,3.8776786332564983,4.193524888921838,4.973386397275716,5.65010064315206,6.737005764446852,5.332661405278963
542,542,542,542,26.539216640145398,32.7069145658652,26.539216640145398,32.7069145658652,26.539216640145398,32.7069145658652,4.111985868585961,3.826070099884756,3.4880873662962752,0.0,83.99225116505274,0.0,38.96523639682757,0.0,8.604269764502773,0.0,20.758759516388423,0.0,181.6829631594058,0.0,189.60382391413137,0.0,144.58867859096267,0.0,107.04637377747714,82.26321007925007,146.13863734114776,3.826070099884756,4.111985868585961,3.4880873662962752,3.251714489005085,3.205382270236708,3.4996642782877263,4.089401946496736,4.923306711527072,6.5632149547425955,5.606996505585408
543,543,543,543,28.028597172429166,34.239479208485314,28.028597172429166,34.239479208485314,28.028597172429166,34.239479208485314,4.705253308201285,4.18962445695991,3.6296931331311546,0.0,787.8867428500793,0.0,188.82556899089877,0.0,18.309815116768494,0.0,29.033234083838543,0.0,272.96793731386447,0.0,371.1158935200452,0.0,283.3358831845853,0.0,76.58614633336616,47.63198458130043,128.26930651663375,4.18962445695991,4.705253308201285,3.6296931331311546,2.8097209049752436,2.4762261150695144,2.769246051501553,1.6588405174764311,3.209847994906985,5.743290102404227,5.242761460839837
544,544,544,544,16.94305648469917,25.972141630430645,16.94305648469917,25.972141630430645,16.94305648469917,25.972141630430645,5.234238198972638,4.869300436349431,4.451497108243727,0.0,30.963767229459627,0.0,16.700421424631866,0.0,5.026682566225942,0.0,15.06093359038199,0.0,83.18529801840585,0.0,86.85821835042154,0.0,64.28428805805599,0.0,40.952444032022065,29.26204813746557,60.17292966722821,4.869300436349431,5.234238198972638,4.451497108243727,4.099883557881377,4.052972707999646,4.379737903751233,5.172865515044368,5.843181423915038,7.146796348740661,5.955370266124406
545,545,545,545,18.382049918932776,27.088535464451176,18.382049918932776,27.088535464451176,18.382049918932776,27.088535464451176,4.958805833585666,4.597035768433917,4.185879342378437,0.0,41.984251812810356,0.0,23.67122670589088,0.0,6.063797262836465,0.0,15.085971098173271,0.0,101.20024568640997,0.0,109.74813316785804,0.0,80.81417102802581,0.0,52.6242225299772,37.711835133999955,76.85077704513536,4.597035768433917,4.958805833585666,4.185879342378437,3.887046082867956,3.7990071460925847,4.13128119399033,4.842283954561662,5.464448087983083,6.943138318367151,5.953566821610489
546,546,546,546,15.437098860710805,27.13768626509721,15.437098860710805,27.13768626509721,15.437098860710805,27.13768626509721,4.840216653361224,4.518252770477501,4.140418082947522,0.0,51.482316839891915,0.0,23.735181954101243,0.0,6.315068392676631,0.0,16.753385735185844,0.0,100.05917423201444,0.0,107.36504696843589,0.0,79.88727441813592,0.0,56.584683598426466,42.06426828146558,80.13694217460062,4.518252770477501,4.840216653361224,4.140418082947522,3.8993577139543136,3.8228427039328654,4.1438059894540995,4.620854792329988,5.461518586569421,6.899054854101308,5.83974353014705
547,547,547,547,16.898813185275873,28.63736229701157,16.898813185275873,28.63736229701157,16.898813185275873,28.63736229701157,4.844377062283994,4.53157475759287,4.152861912789485,0.0,43.21145056035439,0.0,23.7403329393763,0.0,6.524681580679347,0.0,16.29752959778395,0.0,110.53417101837856,0.0,117.98430362300209,0.0,89.67275294591374,0.0,55.89463145685809,41.9033915545862,79.22372068670053,4.53157475759287,4.844377062283994,4.152861912789485,3.791258603802582,3.720439416127599,4.018348743081541,4.811002886652858,5.46128298675601,6.863601695080799,5.869695553922757
548,548,548,548,19.297685721069282,28.68192648636258,19.297685721069282,28.68192648636258,19.297685721069282,28.68192648636258,4.829032407946716,4.253543458615794,3.659282375610582,0.0,619.3973911505392,0.0,169.7731164256512,0.0,14.579202016173474,0.0,17.97793693806774,0.0,239.63590480240748,0.0,299.4784029101973,0.0,242.9966763082954,0.0,72.20755114850489,42.49981472926694,124.82082529986175,4.253543458615794,4.829032407946716,3.659282375610582,2.95112027696175,2.7090862289723407,2.9359991665272505,1.9200765704675797,3.325327697956073,5.990665615534944,5.763150368245021
549,549,549,549,21.162209856622667,29.986014174247206,21.162209856622667,29.986014174247206,21.162209856622667,29.986014174247206,4.79784385503306,4.479669934709672,4.114083618225184,0.0,39.27408829875567,0.0,21.09903662599244,0.0,5.860870787799382,0.0,16.09971407867704,0.0,107.54688757778646,0.0,110.26397881937818,0.0,81.47655854600204,0.0,58.63163784044879,43.73835628891552,82.10442287387096,4.479669934709672,4.79784385503306,4.114083618225184,3.8210053840967317,3.793915850698391,4.122418308164882,4.914734719501975,5.589343434927223,6.980094633060329,5.882954591776811
550,550,550,550,18.314628599459816,30.04165060906364,18.314628599459816,30.04165060906364,18.314628599459816,30.04165060906364,4.501715490221745,4.160770487853673,3.775588984381817,0.0,330.111295929521,0.0,245.95168644515223,0.0,107.87629400946834,0.0,110.79386051723336,0.0,175.0385879637919,0.0,180.00871185275915,0.0,201.8528656735454,0.0,78.64874642918583,57.4531445825111,112.14099527823024,4.160770487853673,4.501715490221745,3.775588984381817,3.2921654969647918,3.2617661897691796,3.1374127014977615,2.6033490362211467,2.922875488044075,3.8176849543725755,3.788710761865582
551,551,551,551,19.68632058478853,31.491842273929304,19.68632058478853,31.491842273929304,19.68632058478853,31.491842273929304,4.5597130310440885,4.226979263054354,3.8286187035736763,0.0,49.96679592715012,0.0,28.282107919795664,0.0,7.06178497103681,0.0,16.97735345525362,0.0,141.95152745705425,0.0,145.46595273879277,0.0,106.44913662933482,0.0,73.99600869956926,54.464658836625844,106.79539307736981,4.226979263054354,4.5597130310440885,3.8286187035736763,3.519649824812536,3.493096610646635,3.832144641544332,4.653296245953871,5.271220562168461,6.7777137767290805,5.825325023946503
552,552,552,552,14.120923883190551,28.826940926345404,14.120923883190551,28.826940926345404,14.120923883190551,28.826940926345404,4.2481088632425505,3.8919282161582363,3.5213036561030187,0.0,91.09427412258063,0.0,53.127382759674816,0.0,8.810045842654857,0.0,19.194834345115616,0.0,177.92057068293943,0.0,181.23024237793007,0.0,135.75566642988986,0.0,100.74620913298216,72.56988831496378,141.73546653240655,3.8919282161582363,4.2481088632425505,3.5213036561030187,3.2744345927240985,3.2544233218089893,3.5681050848657696,4.001272301121812,4.586703946063618,6.537554579378439,5.692039078925392
553,553,553,553,15.553252884565874,29.921461136243078,15.553252884565874,29.921461136243078,15.553252884565874,29.921461136243078,5.0067433904069745,4.636051791788903,4.225593480943626,0.0,39.833658932930845,0.0,21.9792644161847,0.0,6.1559346202206005,0.0,16.861584999684826,0.0,103.81085808308009,0.0,109.53706054555892,0.0,78.50996615958776,0.0,50.76674085597062,36.083000457649504,74.09051398788033,4.636051791788903,5.0067433904069745,4.225593480943626,3.8593930478435876,3.8010972941300114,4.162688024589534,4.89937449876467,5.544967115693242,6.926765003220713,5.832754009589142
554,554,554,554,12.817976455659732,30.029680709818706,12.817976455659732,30.029680709818706,12.817976455659732,30.029680709818706,4.714649547349341,4.33797597501362,3.9185879150206127,0.0,52.10482550814252,0.0,30.81237536877314,0.0,7.710146217569138,0.0,20.741958910600516,0.0,131.75374747497446,0.0,141.53204589539465,0.0,105.83505756627864,0.0,66.8050987034501,47.221543780873134,98.30256137950022,4.33797597501362,4.714649547349341,3.9185879150206127,3.6005925582286418,3.522863038514873,3.8384261240971913,4.607805135392597,5.178187050070556,6.6823434644441715,5.607875576004123
555,555,555,555,14.07173499812643,31.507908849321968,14.07173499812643,31.507908849321968,14.07173499812643,31.507908849321968,4.739362499041393,4.359929276855954,3.8928827076003607,0.0,109.43990596828705,0.0,51.06491925153148,0.0,8.904368593982362,0.0,18.646334315587094,0.0,152.665440392821,0.0,172.85706489294188,0.0,135.70554972498826,0.0,65.46788174240618,46.15885213619016,100.6576801351033,4.359929276855954,4.739362499041393,3.8928827076003607,3.4406481628501275,3.3057821639470157,3.568505978388341,3.802060721933427,4.629693376253603,6.5259921769901545,5.723516333631137
556,556,556,556,17.044723838878582,31.533671201229108,17.044723838878582,31.533671201229108,17.044723838878582,31.533671201229108,3.9451436394352015,3.6972445917090537,3.3886402484489757,0.0,87.46066188348382,0.0,42.20964166516503,0.0,9.294270913881707,0.0,18.20936278953428,0.0,194.60810580757004,0.0,200.1857435668976,0.0,149.63791444867664,0.0,120.53194460448525,95.92737142694813,160.15625339733384,3.6972445917090537,3.9451436394352015,3.3886402484489757,3.17709768619455,3.1464171362063045,3.462395883330787,4.045468100828666,4.836470836831587,6.479461681620193,5.749263128625142
557,557,557,557,18.301411453741284,32.74163584908158,18.301411453741284,32.74163584908158,18.301411453741284,32.74163584908158,4.513108390509187,4.22561047004908,3.8855263416477257,0.0,56.22947228244457,0.0,32.18700851078092,0.0,8.969785441776011,0.0,19.97751480678299,0.0,137.46507311258816,0.0,147.08821468759243,0.0,112.39049340065938,0.0,74.08935466234453,56.853426432352514,101.34199823427484,4.22561047004908,4.513108390509187,3.8855263416477257,3.5545190815172027,3.4810553083441613,3.7731760555082037,4.525089980889386,5.1307984628861885,6.518044863004924,5.64864634693555
558,558,558,558,15.561186659499912,32.600231264747165,15.561186659499912,32.600231264747165,15.561186659499912,32.600231264747165,4.20819584157639,3.965813543593357,3.661370703808509,0.0,97.61102489191319,0.0,41.575429173081076,0.0,9.157728138583302,0.0,18.845394133399424,0.0,162.65243473464835,0.0,179.05994265262862,0.0,143.04870886426113,0.0,94.11841017329266,75.28728975269452,124.58097300187532,3.965813543593357,4.20819584157639,3.661370703808509,3.371848578512826,3.2675038973354997,3.511290144291279,3.926252818043494,4.852908147421506,6.495530633311919,5.711986938163885
559,559,559,559,16.954640142196453,34.27064320554682,16.954640142196453,34.27064320554682,16.954640142196453,34.27064320554682,4.409664058451236,4.118730717746684,3.7580823339407594,0.0,71.19622865675214,0.0,41.37161654220314,0.0,10.260570519708772,0.0,20.713012198653917,0.0,167.86456645369364,0.0,186.01191797690862,0.0,144.4220810209379,0.0,81.75375569642188,62.53661596388509,113.96383792729327,4.118730717746684,4.409664058451236,3.7580823339407594,3.337602417154354,3.2261480729795338,3.5009160035430646,4.268857527036411,4.858243773199795,6.3720712260642305,5.6093918476326445
560,560,560,560,22.37991267867578,31.270962469854236,22.37991267867578,31.270962469854236,22.37991267867578,31.270962469854236,4.574321845957699,4.2454889576725865,3.86680033226102,0.0,55.083325793985786,0.0,30.708458576059712,0.0,8.054620884900755,0.0,20.457407952364505,0.0,141.41261327901273,0.0,147.81613513252188,0.0,109.25430563635581,0.0,72.74521251234196,53.73673327950344,103.10503335933056,4.2454889576725865,4.574321845957699,3.86680033226102,3.523779629933948,3.4756953929221206,3.8039035969404438,4.5474496150114945,5.181854956508126,6.634887240368384,5.622873485613699
561,561,561,561,23.902091340623432,32.97179668910035,23.902091340623432,32.97179668910035,23.902091340623432,32.97179668910035,4.462852682505245,4.147092992785403,3.7843624672548595,0.0,51.72704378007212,0.0,29.209794775100992,0.0,7.67895846407589,0.0,19.859516527670312,0.0,143.03788220750303,0.0,145.50145597281204,0.0,107.84874392637639,0.0,79.64578606284347,59.546868447378195,111.23847160161719,4.147092992785403,4.462852682505245,3.7843624672548595,3.511372321461348,3.492831652128271,3.8179622714898267,4.61570585243506,5.236178735805966,6.6867442038207265,5.65507832111226
562,562,562,562,21.074724987383377,32.81409720092482,21.074724987383377,32.81409720092482,21.074724987383377,32.81409720092482,4.892292374778007,4.540436026371628,4.143541468205646,0.0,42.591475849379485,0.0,23.7705119299832,0.0,6.731801718428806,0.0,18.638194160776763,0.0,104.42074471225664,0.0,113.20059776279672,0.0,84.32189168354948,0.0,55.440302269161144,40.09433826582887,79.90673997145704,4.540436026371628,4.892292374778007,4.143541468205646,3.8530330344865407,3.765378199556677,4.085149147569345,4.826693277008832,5.4599036626365605,6.829671711041048,5.7239904209424965
563,563,563,563,22.496278872469947,34.39315954117995,22.496278872469947,34.39315954117995,22.496278872469947,34.39315954117995,4.351955552575971,4.111136367874639,3.8089343848744495,0.0,54.57173364810431,0.0,30.67131071588303,0.0,8.385642095197385,0.0,21.032096043038905,0.0,138.70076721683057,0.0,144.69528988532232,0.0,100.02801602896491,0.0,82.3275995700529,65.95045239229303,108.74924388217772,4.111136367874639,4.351955552575971,3.8089343848744495,3.544802841600955,3.498864014464104,3.899695862432038,4.557580623062487,5.183169160914979,6.591159193788267,5.592793609229964
564,564,564,564,25.342059527683844,34.45502812980578,25.342059527683844,34.45502812980578,25.342059527683844,34.45502812980578,4.351290379552973,4.158209995249516,3.8970739738937805,0.0,43.023008283751636,0.0,22.75285708858165,0.0,6.9494172553836675,0.0,21.326845227356582,0.0,120.96054056251943,0.0,121.04760711068047,0.0,88.85769401743285,0.0,78.83444271177382,65.99086911808597,100.2698604332629,4.158209995249516,4.351290379552973,3.8970739738937805,3.6933907025322146,3.6926094783581602,4.028262403759111,4.815748064639177,5.507410152473549,6.7951290293096385,5.577683456979067
565,565,565,565,26.894017364218776,35.71103238350486,26.894017364218776,35.71103238350486,26.894017364218776,35.71103238350486,4.628799925638106,4.317595810294895,3.959546833436711,0.0,44.15383271059247,0.0,24.32572381164599,0.0,7.533455782656202,0.0,24.227826378104375,0.0,122.48869014158424,0.0,124.94615786805369,0.0,92.0150247653667,0.0,68.07092871635221,51.10695778763069,94.66321859954809,4.317595810294895,4.628799925638106,3.959546833436711,3.679760023878364,3.6581927350454695,3.9903531316380967,4.787578980339725,5.434835571099485,6.707514391154201,5.439213868116749
566,566,566,566,23.888000077162566,35.65639015389097,23.888000077162566,35.65639015389097,23.888000077162566,35.65639015389097,4.415846894836257,4.063989808145404,3.6471151454713304,0.0,73.92157253188866,0.0,42.582224642349864,0.0,10.227403508873843,0.0,22.827216819903477,0.0,182.7298521840158,0.0,213.07740266705417,0.0,163.80362648542402,0.0,85.98131377278956,62.181506840535896,126.22748864580666,4.063989808145404,4.415846894836257,3.6471151454713304,3.245476242733454,3.0786565143510334,3.3641912188142458,4.228072007383237,4.82692913315671,6.375586522976886,5.503867590245163
567,567,567,567,25.323835630538472,37.202903529026585,25.323835630538472,37.202903529026585,25.323835630538472,37.202903529026585,4.343244204266535,4.093118013647164,3.763991509511765,0.0,56.40786987221707,0.0,31.349352370771637,0.0,8.766141642699509,0.0,24.902869029524094,0.0,149.46902910182223,0.0,155.52127280342523,0.0,115.86585438583727,0.0,83.70526863951744,66.48173093043947,113.34526865688679,4.093118013647164,4.343244204266535,3.763991509511765,3.463621966235065,3.4205254952220656,3.7401113289150896,4.5216507505185035,5.159428566485506,6.542978790814258,5.409376538695129
568,568,568,568,19.83814853264382,34.29044139121314,19.83814853264382,34.29044139121314,19.83814853264382,34.29044139121314,4.349335053799923,4.063263761056352,3.6939254930568977,0.0,53.88109896885523,0.0,30.45488056528072,0.0,7.5657588568894445,0.0,18.868520657060763,0.0,151.46688780416736,0.0,174.41473074502818,0.0,112.05347615324112,0.0,86.0388299168504,66.10982057683435,120.90097487632407,4.063263761056352,4.349335053799923,3.6939254930568977,3.4492057448955222,3.296042095367678,3.7764366652976715,4.571408887270446,5.190857748323101,6.702868762680625,5.710655370899332
569,569,569,569,21.078673386889157,35.8017462625261,21.078673386889157,35.8017462625261,21.078673386889157,35.8017462625261,4.473314016574705,4.200329960959941,3.8626039953064675,0.0,101.3976865081301,0.0,68.93797706402022,0.0,13.594460569668495,0.0,23.163448264886746,0.0,150.63898283634342,0.0,170.00892042063433,0.0,98.61067741750387,0.0,75.83470743295597,58.975875043723654,103.50430221808689,4.200329960959941,4.473314016574705,3.8626039953064675,3.4551565636995143,3.323820726145218,3.915190144380179,3.8849298844054996,4.30385366201061,6.066595051519679,5.487991970420833
570,570,570,570,18.276752524329332,35.608501936234816,18.276752524329332,35.608501936234816,18.276752524329332,35.608501936234816,4.401945585377291,4.092526759496405,3.7258424793091294,0.0,60.06214087698559,0.0,34.27694867685092,0.0,8.793224045334663,0.0,20.341173142149017,0.0,158.65797758961088,0.0,174.37229763718105,0.0,130.0158309942737,0.0,83.75086402936901,62.98277126672572,117.39862443041983,4.092526759496405,4.401945585377291,3.7258424793091294,3.398845214896287,3.2963062746974607,3.615009409716312,4.453497979273226,5.062494614464546,6.5396296529364,5.629060008760623
