,healpix_5,source_id,source_id_2,ra,dec,wise_ra,wise_dec,tmass_ra,tmass_dec,phot_bp_mean_mag,phot_g_mean_mag,phot_rp_mean_mag,parallax,w1,w1_error,w2,w2_error,w3,w3_error,w4,w4_error,j,j_error,h,h_error,ks,ks_error,g,bp,rp,phot_g_mean_mag_AB,phot_bp_mean_mag_AB,phot_rp_mean_mag_AB,phot_j_mean_mag_AB,phot_h_mean_mag_AB,phot_ks_mean_mag_AB,phot_w1_mean_mag_AB,phot_w2_mean_mag_AB,phot_w3_mean_mag_AB,phot_w4_mean_mag_AB
10,10,10,10,40.67036054970086,4.85753929264299,40.67036054970086,4.85753929264299,40.67036054970086,4.85753929264299,5.194027655249496,4.988986992503441,4.675178872530696,0.0,18.882958658010573,0.0,10.312178241770194,0.0,3.452144360609788,0.0,11.919139049832289,0.0,56.228184155671016,0.0,53.007628559574925,0.0,38.75715438107214,0.0,36.67796257203878,30.3660944070777,48.96981360861642,4.988986992503441,5.194027655249496,4.675178872530696,4.525114853644496,4.589154061709364,4.929120292802247,5.709824894244947,6.3666239724695854,7.554777628491912,6.209387784184674
11,11,11,11,42.11311853480603,6.04100131229704,42.11311853480603,6.04100131229704,42.11311853480603,6.04100131229704,5.535522271523133,5.230012249132135,4.877901871189727,0.0,18.42007636342674,0.0,10.0068676528828,0.0,3.2517370992949064,0.0,10.804208900840703,0.0,51.62695314985398,0.0,51.33644069558918,0.0,37.61647091541197,0.0,29.376165099739904,22.171296577030958,40.62929172709015,5.230012249132135,5.535522271523133,4.877901871189727,4.617808762011575,4.623935613793827,4.961554878280938,5.736771434242319,6.39925460998705,7.619711435171035,6.316017568152116
12,12,12,12,45.22636721333991,5.889539594262118,45.22636721333991,5.889539594262118,45.22636721333991,5.889539594262118,4.532690446640162,4.292218321726016,3.9146076125084424,0.0,46.25156758541233,0.0,27.116627194304293,0.0,7.1582998749905284,0.0,16.70043521335235,0.0,121.92492314788853,0.0,127.55845639125178,0.0,93.62490327354833,0.0,69.68072670498655,55.83722432784412,98.66359936596598,4.292218321726016,4.532690446640162,3.9146076125084424,3.6847687737055272,3.6357268621901655,3.971521544934422,4.737183858276835,5.31691082406948,6.762975280328249,5.84318052747617
13,13,13,13,46.68831182557013,7.084792129906529,46.68831182557013,7.084792129906529,46.68831182557013,7.084792129906529,4.918505241905445,4.644949415572569,4.31809250654091,0.0,31.552448279170168,0.0,18.044751721161568,0.0,5.186431258522973,0.0,15.943424966887033,0.0,87.3507365865774,0.0,87.032608164961,0.0,64.43157499488738,0.0,50.352406741736885,39.137934603860415,68.03979514812889,4.644949415572569,4.918505241905445,4.31809250654091,4.046833571174943,4.050795003716362,4.37725313107739,5.152417341217536,5.759122722619012,7.112828434781618,5.893545944419732
14,14,14,14,43.65035398079333,7.20877290780932,43.65035398079333,7.20877290780932,43.65035398079333,7.20877290780932,5.265424014807388,4.981666104062979,4.639811460899719,0.0,23.055287922959018,0.0,12.493462625989096,0.0,4.170651037021546,0.0,14.017003333469237,0.0,64.42426460304868,0.0,64.02727141580641,0.0,47.0625367565678,0.0,36.92610993955927,28.43350471047615,50.59125065523541,4.981666104062979,5.265424014807388,4.639811460899719,4.377376325449078,4.384087514153797,4.718311668160991,5.493073624451652,6.1582929451079105,7.349490366332464,6.033362058441972
15,15,15,15,44.789800613915595,8.640799323492109,44.789800613915595,8.640799323492109,44.789800613915595,8.640799323492109,4.143800351834232,4.109526139737071,4.079714054921883,0.0,26.00016092673641,0.0,14.75194560442429,0.0,4.519546656635559,0.0,15.399025032511505,0.0,78.92174405303709,0.0,74.55455196284159,0.0,54.12866378911772,0.0,82.44978815340845,79.88768922907504,84.74505737002997,4.109526139737071,4.143800351834232,4.079714054921883,4.157008315130932,4.218814588374795,4.566431734238701,5.36255990994052,5.977876744207325,7.262262814739094,5.931266937584852
16,16,16,16,50.880394056670234,5.942771207598375,50.880394056670234,5.942771207598375,50.880394056670234,5.942771207598375,5.474729142918082,5.1217679128160265,4.716076284749914,0.0,24.538983947543755,0.0,14.229448224302422,0.0,4.333998078031613,0.0,14.934816812750654,0.0,67.03288008695009,0.0,66.7707242462198,0.0,50.79082890954251,0.0,32.4558385910171,23.448136997331282,47.15953194472138,5.1217679128160265,5.474729142918082,4.716076284749914,4.334280301545566,4.338534782629154,4.635536748500333,5.425358558699635,6.017029850595119,7.307778214024379,5.964500249974618
17,17,17,17,52.092434665069945,7.274739493658531,52.092434665069945,7.274739493658531,52.092434665069945,7.274739493658531,5.43673097843603,5.080438275080741,4.6534349222973,0.0,36.50430055604042,0.0,22.990229723360926,0.0,6.981863464543674,0.0,17.144306196760645,0.0,83.57516465678866,0.0,92.41812589039752,0.0,73.20250764376917,0.0,33.715118462625846,24.283294598033436,49.96041429409645,5.080438275080741,5.43673097843603,4.6534349222973,4.09480689775789,3.9856071065231413,4.238685103460652,4.994139921205647,5.496141722860996,6.7900716209641026,5.814700213528494
18,18,18,18,49.277810939679625,7.121522861348391,49.277810939679625,7.121522861348391,49.277810939679625,7.121522861348391,5.267129085927686,4.935075900896301,4.555500733019419,0.0,29.43101820345783,0.0,15.980606073201105,0.0,4.848660689433364,0.0,15.104205590938015,0.0,77.83659125088627,0.0,80.34967563582207,0.0,60.36534100509273,0.0,38.54514108530306,28.388886966912505,54.676374158924915,4.935075900896301,5.267129085927686,4.555500733019419,4.1720404791689525,4.137539680258964,4.4480308542150615,5.2279867816781,5.891016884636493,7.185945517161588,5.95225527901295
19,19,19,19,51.06599309908585,8.933047190133832,51.06599309908585,8.933047190133832,51.06599309908585,8.933047190133832,3.6638066234648203,3.261640233794868,2.8943812231934443,0.0,610.0971267553207,0.0,248.3787771048303,0.0,11.568640999127707,0.0,18.204462070963377,0.0,386.76299917173884,0.0,384.52219673445785,0.0,281.94871564540995,0.0,180.02959582788299,124.30178081174175,252.49193506582986,3.261640233794868,3.6638066234648203,2.8943812231934443,2.4313877016753542,2.437696463186601,2.7745746985073154,1.9365025507678748,2.912213788750991,6.24179413962257,5.7495553740914875
20,20,20,20,53.49508914624091,8.526595444415948,53.49508914624091,8.526595444415948,53.49508914624091,8.526595444415948,5.274797882113983,4.962702237305461,4.481742787931335,0.0,33.79880769503789,0.0,19.134573781535753,0.0,5.578813089871074,0.0,17.61032235546578,0.0,86.91456236870634,0.0,91.62070059074982,0.0,69.06591960741108,0.0,37.576740453610924,28.189076430892374,58.519806957888136,4.962702237305461,5.274797882113983,4.481742787931335,4.052268630612335,3.9950159791314084,4.3018405030399265,5.077746549646024,5.695453017866888,7.033645471898615,5.78558173559023
21,21,21,21,54.87410356097636,9.658630693703596,54.87410356097636,9.658630693703596,54.87410356097636,9.658630693703596,5.347858709344014,4.870258846657181,4.348551563939965,0.0,72.67262798311788,0.0,31.14721458197368,0.0,7.552248522569094,0.0,18.365403822914992,0.0,110.08804550173336,0.0,131.14801463573346,0.0,105.50073905964051,0.0,40.91631009249023,26.354605292608902,66.15754401739561,4.870258846657181,5.347858709344014,4.348551563939965,3.7956495966330444,3.605595698812012,3.841861245029479,4.2465728364808575,5.166451962862501,6.704809317761296,5.739998794605525
22,22,22,22,51.947711089108374,9.665399512576673,51.947711089108374,9.665399512576673,51.947711089108374,9.665399512576673,3.364098206119742,3.3869461870230655,3.4533872492073225,0.0,43.9504633127009,0.0,26.27055204830232,0.0,6.782365342333776,0.0,17.74608947073446,0.0,149.6907718577341,0.0,130.79180398170294,0.0,95.43199527391073,0.0,160.40633836675158,163.81765979225347,150.8846640790922,3.3869461870230655,3.364098206119742,3.4533872492073225,3.462012430585191,3.608548675141087,3.950764989830147,4.792591355907331,5.351327002179062,6.821547050002141,5.777243333055836
23,23,23,23,53.21218302925653,10.875891097681208,53.21218302925653,10.875891097681208,53.21218302925653,10.875891097681208,5.287724561890855,4.934218915416523,4.524099656878488,0.0,33.85407123606698,0.0,21.369220161182735,0.0,5.758044646964254,0.0,17.808899241074016,0.0,79.89101058900998,0.0,89.73670056433983,0.0,67.65731662844729,0.0,38.57557726864965,27.855449771594277,56.28078382565501,4.934218915416523,5.287724561890855,4.524099656878488,4.143755212892245,4.0175747565817765,4.324213077135984,5.075972740708629,5.575528316241073,6.999312429986004,5.773407308065822
24,24,24,24,47.56800687523892,8.441617451797235,47.56800687523892,8.441617451797235,47.56800687523892,8.441617451797235,5.420335806364685,5.018925324195138,4.579165789775152,0.0,30.10169827132222,0.0,17.350613022836864,0.0,4.940675625527502,0.0,15.34408233565935,0.0,73.3027006766489,0.0,77.42941650192829,0.0,58.1960761995742,0.0,35.680412806079296,24.65276736105611,53.497524227247595,5.018925324195138,5.420335806364685,4.579165789775152,4.23720006109979,4.177735033778005,4.487765740364956,5.2035225044491,5.8017129408380885,7.165534145719606,5.935147699405997
25,25,25,25,49.39159518982795,9.541793515988847,49.39159518982795,9.541793515988847,49.39159518982795,9.541793515988847,5.700683040708228,5.3098209291415674,4.868129268705535,0.0,23.596285777124077,0.0,12.89627553869114,0.0,4.446594285947731,0.0,16.071607739825534,0.0,61.19850433072204,0.0,63.66015310403131,0.0,47.70121201393165,0.0,27.294279112033177,19.042623624815985,40.996642663815955,5.3098209291415674,5.700683040708228,4.868129268705535,4.433147979311409,4.390330803065579,4.703676465173546,5.467890881711066,6.123839241023575,7.279931236087713,5.884851689919705
26,26,26,26,46.58663253752323,9.647820649265437,46.58663253752323,9.647820649265437,46.58663253752323,9.647820649265437,5.522549137174236,5.092563353511437,4.621053049746622,0.0,32.45783981606013,0.0,18.625111197773972,0.0,5.533473734277883,0.0,17.167347529249923,0.0,80.10877241743955,0.0,87.49778102762046,0.0,67.05710557917979,0.0,33.340695765279385,22.43780374694107,51.47291693292996,5.092563353511437,5.522549137174236,4.621053049746622,4.140799808295023,4.045007401720776,4.333887990454661,5.12170096845123,5.72475281424307,7.042505367942136,5.8132420026914575
27,27,27,27,47.74789691007815,11.124734449287622,47.74789691007815,11.124734449287622,47.74789691007815,11.124734449287622,4.83664365998625,4.672198482796922,4.45933388135378,0.0,23.76712153472767,0.0,13.196159005238382,0.0,4.461735488678752,0.0,16.132989312557264,0.0,70.81795247254485,0.0,66.5979058538551,0.0,49.0829579628477,0.0,49.104422393559815,42.20292343761604,59.740169083283774,4.672198482796922,4.83664365998625,4.45933388135378,4.274641584891188,4.341348567104801,4.672673181476637,5.460058532562358,6.098881150314161,7.276240450444395,5.880712884741483
28,28,28,28,50.780066988244144,10.810748605541285,50.780066988244144,10.810748605541285,50.780066988244144,10.810748605541285,5.933190331341534,5.576675363893414,5.107493522144968,0.0,21.75508343095318,0.0,11.928176384584463,0.0,4.1173565758143145,0.0,15.365401137055361,0.0,53.090020989753285,0.0,56.69518135317498,0.0,43.30359719065708,0.0,21.346656143854496,15.371769637223684,32.885359291753375,5.576675363893414,5.933190331341534,5.107493522144968,4.587467757388668,4.5161346279289285,4.8086900642456865,5.556098117111439,6.208564868747365,7.363453800321009,5.9336402433619
29,29,29,29,52.207998919595205,11.85704042356387,52.207998919595205,11.85704042356387,52.207998919595205,11.85704042356387,4.366616015429305,4.296626463804016,4.19146321002515,0.0,33.179919788697454,0.0,18.637651160524413,0.0,5.536925328475377,0.0,18.050642667402666,0.0,90.58720437805434,0.0,89.91822091628902,0.0,66.78968851333681,0.0,69.39839307954419,65.06592283953984,76.45655331408736,4.296626463804016,4.366616015429305,4.19146321002515,4.007332857365872,4.0153807361402185,4.338226454867677,5.097811670505501,5.72402205295664,7.04182833346767,5.75876832761769
30,30,30,30,49.4337834254161,12.263389621510365,49.4337834254161,12.263389621510365,49.4337834254161,12.263389621510365,5.551095185173705,5.068839607307844,4.552250669825938,0.0,71.95102573143762,0.0,30.703458045505705,0.0,7.195978530841091,0.0,16.60698994515897,0.0,103.62179110076393,0.0,126.86660670207166,0.0,106.41854926135886,0.0,34.0772199239719,21.855559352548024,54.84028865654771,5.068839607307844,5.551095185173705,4.552250669825938,3.861372263029608,3.641631690104105,3.8324566646013727,4.257407525988769,5.182031770956401,6.757275352598857,5.849272693204983
31,31,31,31,50.76885771007787,13.100838680712123,50.76885771007787,13.100838680712123,50.76885771007787,13.100838680712123,5.207848339568776,4.6832240455603795,4.154774652715932,0.0,72.2852484161512,0.0,31.013539127875596,0.0,7.207120055417178,0.0,18.067764590335933,0.0,114.24935598956051,0.0,125.01283151836267,0.0,93.20087467267619,0.0,48.608294315623176,29.982004442215526,79.08427523722655,4.6832240455603795,5.207848339568776,4.154774652715932,3.7553655982977627,3.6576135200475335,3.9764500296371974,4.2523758053503125,5.171121677924532,6.755595608625873,5.757738941527457
32,32,32,32,39.18219643541649,5.824397864851763,39.18219643541649,5.824397864851763,39.18219643541649,5.824397864851763,4.28103009104915,3.986846954634311,3.6637137407685776,0.0,75.54747521361408,0.0,54.59809168564951,0.0,6.454219532850686,0.0,13.56368216535682,0.0,131.80533630651044,0.0,130.19811442132348,0.0,94.50052997068332,0.0,92.31264995728564,70.40248092361429,124.31241505085103,3.986846954634311,4.28103009104915,3.6637137407685776,3.600167516055391,3.6134882633509076,3.9614143897665803,4.204450112862941,4.557056341263596,6.875390666634531,6.069055988743456
33,33,33,33,40.81413142791834,7.132980801532543,40.81413142791834,7.132980801532543,40.81413142791834,7.132980801532543,5.3960855668143495,5.05537787331372,4.660240354568478,0.0,24.2944506568729,0.0,13.939687289178693,0.0,6.265954202014268,0.0,13.389887640410373,0.0,65.72065771309502,0.0,65.63633424265117,0.0,48.89892518290769,0.0,34.50236384171076,25.209589463337014,49.64824006222984,5.05537787331372,5.3960855668143495,4.660240354568478,4.355745247308108,4.357139205193175,4.676751716826036,5.436232291758261,6.039367421783585,6.9075319592746185,6.083057668253119
34,34,34,34,38.45789204503316,7.105612253166175,38.45789204503316,7.105612253166175,38.45789204503316,7.105612253166175,4.6285500672956905,4.2716211960533945,3.8589821279833574,0.0,63.07565762585854,0.0,29.685633234329185,0.0,6.673816707581511,0.0,12.871143918209198,0.0,134.49149344948776,0.0,139.9818359193406,0.0,100.09300136510835,0.0,71.01523386312942,51.11872028493475,103.85015493670485,4.2716211960533945,4.6285500672956905,3.8589821279833574,3.5782629595029727,3.534820787086333,3.898990719757589,4.400345532097604,5.218634206389886,6.839064312894644,6.125957134042645
35,35,35,35,39.35439024097697,8.082471451653324,39.35439024097697,8.082471451653324,39.35439024097697,8.082471451653324,4.700646793371911,4.390322641277065,4.028434043398164,0.0,58.95169444598558,0.0,27.010524652851288,0.0,6.363346392766855,0.0,12.957774855890209,0.0,119.19482613823854,0.0,127.32523140113474,0.0,95.60626406096495,0.0,63.660631657345725,47.834504833265186,88.84364797475627,4.390322641277065,4.700646793371911,4.028434043398164,3.7093564887625154,3.637713814658479,3.9487841302410143,4.473759268705288,5.321167449969609,6.890786087566916,6.118673925711638
36,36,36,36,42.196283830111646,8.417241509168015,42.196283830111646,8.417241509168015,42.196283830111646,8.417241509168015,5.4456385929835225,5.134756394892014,4.766906790250399,0.0,21.474780973987187,0.0,11.4705539119303,0.0,3.668662776163611,0.0,11.691807737962705,0.0,59.33351233083637,0.0,59.091174686181816,0.0,43.583887331450725,0.0,32.06988791362359,24.08488421313042,45.00256666256834,5.134756394892014,5.4456385929835225,4.766906790250399,4.466749855570015,4.471193441252564,4.801685091987422,5.5701781423476024,6.251039023885374,7.4887305170002625,6.23029583716702
